individual_id,tattoo,first_q,last_q,first_year,first_quarter,last_year,last_quarter,observed_quarters,expected_quarters,missing_quarters
522,024F,8042,8046,2010,3,2011,3,4,5,1
523,024G,8013,8031,2003,2,2007,4,4,19,15
524,024H,8082,8085,2020,3,2021,2,4,4,0
525,024K,8049,8050,2012,2,2012,3,2,2,0
526,024L,8046,8049,2011,3,2012,2,3,4,1
527,024M,8073,8078,2018,2,2019,3,5,6,1
528,024N,8039,8039,2009,4,2009,4,1,1,0
529,024P,8033,8064,2008,2,2016,1,8,32,24
530,024Q,8098,8102,2024,3,2025,3,4,5,1
531,024R,8017,8017,2004,2,2004,2,1,1,0
532,024S,8086,8087,2021,3,2021,4,2,2,0
533,024T,8070,8086,2017,3,2021,3,10,17,7
534,024V,8061,8069,2015,2,2017,2,7,9,2
535,024W,8021,8021,2005,2,2005,2,1,1,0
536,024Y,8029,8058,2007,2,2014,3,13,30,17
537,024Z,8078,8086,2019,3,2021,3,4,9,5
538,025A,8057,8063,2014,2,2015,4,7,7,0
539,025B,8025,8036,2006,2,2009,1,9,12,3
540,025C,8066,8068,2016,3,2017,1,2,3,1
541,025E,8053,8086,2013,2,2021,3,12,34,22
542,025F,8043,8050,2010,4,2012,3,2,8,6
543,025G,8013,8016,2003,2,2004,1,3,4,1
544,025H,8083,8083,2020,4,2020,4,1,1,0
545,025K,8049,8049,2012,2,2012,2,1,1,0
546,025L,8046,8049,2011,3,2012,2,3,4,1
547,025M,8073,8075,2018,2,2018,4,2,3,1
548,025N,8039,8054,2009,4,2013,3,4,16,12
549,025P,8034,8038,2008,3,2009,3,4,5,1
550,025Q,8099,8099,2024,4,2024,4,1,1,0
551,025R,8017,8017,2004,2,2004,2,1,1,0
552,025S,8086,8086,2021,3,2021,3,1,1,0
553,025T,8070,8072,2017,3,2018,1,2,3,1
554,025V,8061,8065,2015,2,2016,2,5,5,0
555,025W,8021,8035,2005,2,2008,4,6,15,9
556,025Y,8029,8030,2007,2,2007,3,2,2,0
557,025Z,8078,8079,2019,3,2019,4,2,2,0
558,026A,8057,8070,2014,2,2017,3,5,14,9
559,026B,8025,8029,2006,2,2007,2,5,5,0
560,026C,8066,8075,2016,3,2018,4,8,10,2
561,026E,8053,8061,2013,2,2015,2,7,9,2
562,026F,8043,8053,2010,4,2013,2,3,11,8
563,026G,8013,8014,2003,2,2003,3,2,2,0
564,026H,8083,8086,2020,4,2021,3,3,4,1
565,026K,8049,8049,2012,2,2012,2,1,1,0
566,026L,8046,8046,2011,3,2011,3,1,1,0
567,026M,8073,8082,2018,2,2020,3,5,10,5
568,026N,8039,8049,2009,4,2012,2,8,11,3
569,026P,8034,8038,2008,3,2009,3,4,5,1
570,026R,8017,8017,2004,2,2004,2,1,1,0
571,026S,8086,8086,2021,3,2021,3,1,1,0
572,026T,8070,8075,2017,3,2018,4,6,6,0
573,026V,8061,8065,2015,2,2016,2,4,5,1
574,026W,8021,8021,2005,2,2005,2,1,1,0
575,026Y,8029,8041,2007,2,2010,2,7,13,6
576,026Z,8078,8086,2019,3,2021,3,5,9,4
577,027A,8057,8068,2014,2,2017,1,10,12,2
578,027B,8025,8025,2006,2,2006,2,1,1,0
579,027C,8066,8066,2016,3,2016,3,1,1,0
580,027E,8053,8067,2013,2,2016,4,8,15,7
581,027F,8043,8045,2010,4,2011,2,3,3,0
582,027G,8013,8036,2003,2,2009,1,4,24,20
583,027K,8049,8049,2012,2,2012,2,1,1,0
584,027L,8046,8046,2011,3,2011,3,1,1,0
585,027M,8073,8078,2018,2,2019,3,5,6,1
586,027N,8039,8040,2009,4,2010,1,2,2,0
587,027P,8034,8038,2008,3,2009,3,4,5,1
588,027R,8017,8019,2004,2,2004,4,2,3,1
589,027S,8086,8089,2021,3,2022,2,2,4,2
590,027T,8070,8082,2017,3,2020,3,8,13,5
591,027V,8061,8064,2015,2,2016,1,2,4,2
592,027W,8021,8021,2005,2,2005,2,1,1,0
593,027Y,8029,8039,2007,2,2009,4,5,11,6
594,027Z,8078,8078,2019,3,2019,3,1,1,0
595,028A,8057,8073,2014,2,2018,2,4,17,13
596,028B,8025,8025,2006,2,2006,2,1,1,0
597,028C,8067,8070,2016,4,2017,3,2,4,2
598,028E,8054,8054,2013,3,2013,3,1,1,0
599,028F,8043,8072,2010,4,2018,1,16,30,14
600,028G,8013,8019,2003,2,2004,4,5,7,2
601,028K,8049,8068,2012,2,2017,1,8,20,12
602,028L,8046,8062,2011,3,2015,3,2,17,15
603,028M,8073,8085,2018,2,2021,2,6,13,7
604,028N,8039,8046,2009,4,2011,3,6,8,2
605,028P,8034,8035,2008,3,2008,4,2,2,0
606,028R,8017,8017,2004,2,2004,2,1,1,0
607,028S,8086,8094,2021,3,2023,3,7,9,2
608,028T,8070,8070,2017,3,2017,3,1,1,0
609,028V,8061,8061,2015,2,2015,2,1,1,0
610,028W,8021,8022,2005,2,2005,3,2,2,0
611,028Y,8029,8033,2007,2,2008,2,4,5,1
612,028Z,8078,8078,2019,3,2019,3,1,1,0
613,029A,8057,8058,2014,2,2014,3,2,2,0
614,029B,8025,8037,2006,2,2009,2,5,13,8
615,029C,8067,8068,2016,4,2017,1,2,2,0
616,029E,8054,8058,2013,3,2014,3,4,5,1
617,029F,8043,8050,2010,4,2012,3,4,8,4
618,029G,8013,8025,2003,2,2006,2,5,13,8
619,029K,8049,8049,2012,2,2012,2,1,1,0
620,029L,8046,8046,2011,3,2011,3,1,1,0
621,029M,8073,8078,2018,2,2019,3,4,6,2
622,029N,8039,8075,2009,4,2018,4,24,37,13
623,029P,8034,8035,2008,3,2008,4,2,2,0
624,029R,8017,8017,2004,2,2004,2,1,1,0
625,029S,8086,8089,2021,3,2022,2,3,4,1
626,029T,8070,8094,2017,3,2023,3,4,25,21
627,029V,8061,8065,2015,2,2016,2,3,5,2
628,029W,8021,8030,2005,2,2007,3,5,10,5
629,029Y,8029,8045,2007,2,2011,2,6,17,11
630,029Z,8078,8082,2019,3,2020,3,3,5,2
631,030A,8058,8058,2014,3,2014,3,1,1,0
632,030B,8025,8037,2006,2,2009,2,10,13,3
633,030E,8054,8057,2013,3,2014,2,3,4,1
634,030F,8043,8043,2010,4,2010,4,1,1,0
635,030G,8013,8013,2003,2,2003,2,1,1,0
636,030K,8049,8049,2012,2,2012,2,1,1,0
637,030L,8046,8061,2011,3,2015,2,10,16,6
638,030M,8073,8097,2018,2,2024,2,4,25,21
639,030N,8039,8059,2009,4,2014,4,12,21,9
640,030P,8034,8041,2008,3,2010,2,5,8,3
641,030R,8017,8019,2004,2,2004,4,3,3,0
642,030S,8086,8098,2021,3,2024,3,6,13,7
643,030T,8070,8085,2017,3,2021,2,4,16,12
644,030V,8061,8061,2015,2,2015,2,1,1,0
645,030W,8021,8026,2005,2,2006,3,4,6,2
646,030Y,8029,8035,2007,2,2008,4,7,7,0
647,030Z,8078,8086,2019,3,2021,3,6,9,3
648,031A,8058,8058,2014,3,2014,3,1,1,0
649,031B,8025,8031,2006,2,2007,4,6,7,1
650,031E,8054,8069,2013,3,2017,2,5,16,11
651,031G,8013,8013,2003,2,2003,2,1,1,0
652,031K,8049,8049,2012,2,2012,2,1,1,0
653,031L,8046,8054,2011,3,2013,3,7,9,2
654,031M,8073,8073,2018,2,2018,2,1,1,0
655,031N,8039,8045,2009,4,2011,2,6,7,1
656,031P,8034,8035,2008,3,2008,4,2,2,0
657,031R,8017,8017,2004,2,2004,2,1,1,0
658,031S,8086,8086,2021,3,2021,3,1,1,0
659,031T,8070,8072,2017,3,2018,1,2,3,1
660,031V,8061,8062,2015,2,2015,3,2,2,0
661,031W,8021,8022,2005,2,2005,3,2,2,0
662,031Y,8029,8047,2007,2,2011,4,10,19,9
663,031Z,8078,8082,2019,3,2020,3,3,5,2
664,032A,8058,8059,2014,3,2014,4,2,2,0
665,032B,8025,8029,2006,2,2007,2,5,5,0
666,032E,8054,8057,2013,3,2014,2,3,4,1
667,032G,8013,8016,2003,2,2004,1,3,4,1
668,032K,8049,8049,2012,2,2012,2,1,1,0
669,032L,8046,8052,2011,3,2013,1,4,7,3
670,032M,8073,8101,2018,2,2025,2,8,29,21
671,032N,8039,8070,2009,4,2017,3,13,32,19
672,032P,8034,8043,2008,3,2010,4,5,10,5
673,032R,8017,8020,2004,2,2005,1,4,4,0
674,032S,8086,8087,2021,3,2021,4,2,2,0
675,032T,8070,8086,2017,3,2021,3,7,17,10
676,032V,8061,8070,2015,2,2017,3,8,10,2
677,032W,8021,8021,2005,2,2005,2,1,1,0
678,032Y,8029,8037,2007,2,2009,2,4,9,5
679,032Z,8078,8085,2019,3,2021,2,3,8,5
680,033A,8058,8058,2014,3,2014,3,1,1,0
681,033B,8025,8029,2006,2,2007,2,4,5,1
682,033E,8054,8078,2013,3,2019,3,9,25,16
683,033G,8013,8014,2003,2,2003,3,2,2,0
684,033K,8049,8059,2012,2,2014,4,10,11,1
685,033L,8046,8054,2011,3,2013,3,7,9,2
686,033M,8073,8082,2018,2,2020,3,5,10,5
687,033N,8039,8055,2009,4,2013,4,8,17,9
688,033P,8034,8046,2008,3,2011,3,7,13,6
689,033R,8017,8026,2004,2,2006,3,7,10,3
690,033S,8086,8086,2021,3,2021,3,1,1,0
691,033T,8071,8077,2017,4,2019,2,7,7,0
692,033V,8062,8063,2015,3,2015,4,2,2,0
693,033W,8021,8021,2005,2,2005,2,1,1,0
694,033Y,8029,8049,2007,2,2012,2,8,21,13
695,033Z,8078,8078,2019,3,2019,3,1,1,0
696,034A,8058,8077,2014,3,2019,2,9,20,11
697,034B,8025,8026,2006,2,2006,3,2,2,0
698,034E,8054,8055,2013,3,2013,4,2,2,0
699,034G,8013,8036,2003,2,2009,1,6,24,18
700,034K,8049,8049,2012,2,2012,2,1,1,0
701,034L,8046,8053,2011,3,2013,2,4,8,4
702,034M,8073,8082,2018,2,2020,3,5,10,5
703,034N,8039,8043,2009,4,2010,4,4,5,1
704,034P,8034,8049,2008,3,2012,2,7,16,9
705,034R,8017,8022,2004,2,2005,3,4,6,2
706,034S,8086,8086,2021,3,2021,3,1,1,0
707,034T,8071,8101,2017,4,2025,2,5,31,26
708,034V,8062,8063,2015,3,2015,4,2,2,0
709,034W,8021,8022,2005,2,2005,3,2,2,0
710,034Y,8029,8051,2007,2,2012,4,10,23,13
711,034Z,8078,8085,2019,3,2021,2,2,8,6
712,035A,8058,8061,2014,3,2015,2,3,4,1
713,035B,8025,8061,2006,2,2015,2,13,37,24
714,035E,8054,8059,2013,3,2014,4,2,6,4
715,035G,8013,8027,2003,2,2006,4,5,15,10
716,035K,8049,8057,2012,2,2014,2,4,9,5
717,035L,8046,8061,2011,3,2015,2,6,16,10
718,035M,8073,8073,2018,2,2018,2,1,1,0
719,035N,8039,8054,2009,4,2013,3,12,16,4
720,035P,8034,8049,2008,3,2012,2,8,16,8
721,035R,8017,8039,2004,2,2009,4,5,23,18
722,035S,8086,8086,2021,3,2021,3,1,1,0
723,035V,8062,8065,2015,3,2016,2,3,4,1
724,035W,8021,8034,2005,2,2008,3,7,14,7
725,035Y,8029,8041,2007,2,2010,2,5,13,8
726,035Z,8078,8083,2019,3,2020,4,3,6,3
727,036A,8058,8058,2014,3,2014,3,1,1,0
728,036B,8026,8026,2006,3,2006,3,1,1,0
729,036E,8054,8074,2013,3,2018,3,10,21,11
730,036G,8013,8015,2003,2,2003,4,2,3,1
731,036K,8049,8059,2012,2,2014,4,5,11,6
732,036L,8046,8057,2011,3,2014,2,4,12,8
733,036M,8073,8074,2018,2,2018,3,2,2,0
734,036N,8039,8041,2009,4,2010,2,3,3,0
735,036P,8034,8035,2008,3,2008,4,2,2,0
736,036R,8017,8041,2004,2,2010,2,12,25,13
737,036S,8086,8091,2021,3,2022,4,3,6,3
738,036V,8062,8065,2015,3,2016,2,3,4,1
739,036W,8021,8021,2005,2,2005,2,1,1,0
740,036Y,8029,8041,2007,2,2010,2,5,13,8
741,036Z,8078,8086,2019,3,2021,3,4,9,5
742,037A,8058,8058,2014,3,2014,3,1,1,0
743,037B,8026,8029,2006,3,2007,2,3,4,1
744,037E,8054,8061,2013,3,2015,2,7,8,1
745,037G,8013,8013,2003,2,2003,2,1,1,0
746,037K,8049,8049,2012,2,2012,2,1,1,0
747,037L,8046,8046,2011,3,2011,3,1,1,0
748,037M,8073,8086,2018,2,2021,3,5,14,9
749,037N,8039,8054,2009,4,2013,3,8,16,8
750,037P,8034,8037,2008,3,2009,2,3,4,1
751,037R,8017,8022,2004,2,2005,3,6,6,0
752,037S,8086,8087,2021,3,2021,4,2,2,0
753,037V,8062,8062,2015,3,2015,3,1,1,0
754,037W,8021,8045,2005,2,2011,2,7,25,18
755,037Y,8029,8029,2007,2,2007,2,1,1,0
756,037Z,8078,8078,2019,3,2019,3,1,1,0
757,038A,8058,8061,2014,3,2015,2,4,4,0
758,038B,8026,8046,2006,3,2011,3,10,21,11
759,038E,8054,8057,2013,3,2014,2,3,4,1
760,038G,8013,8014,2003,2,2003,3,2,2,0
761,038K,8049,8049,2012,2,2012,2,1,1,0
762,038L,8047,8051,2011,4,2012,4,5,5,0
763,038M,8074,8074,2018,3,2018,3,1,1,0
764,038N,8039,8044,2009,4,2011,1,4,6,2
765,038P,8034,8046,2008,3,2011,3,7,13,6
766,038R,8017,8037,2004,2,2009,2,12,21,9
767,038S,8086,8087,2021,3,2021,4,2,2,0
768,038V,8062,8062,2015,3,2015,3,1,1,0
769,038W,8021,8026,2005,2,2006,3,5,6,1
770,038Y,8029,8054,2007,2,2013,3,9,26,17
771,038Z,8078,8078,2019,3,2019,3,1,1,0
772,039A,8058,8071,2014,3,2017,4,3,14,11
773,039B,8026,8034,2006,3,2008,3,6,9,3
774,039E,8054,8054,2013,3,2013,3,1,1,0
775,039G,8014,8022,2003,3,2005,3,4,9,5
776,039K,8049,8059,2012,2,2014,4,10,11,1
777,039L,8047,8047,2011,4,2011,4,1,1,0
778,039M,8074,8085,2018,3,2021,2,3,12,9
779,039N,8039,8066,2009,4,2016,3,6,28,22
780,039P,8034,8039,2008,3,2009,4,3,6,3
781,039R,8017,8017,2004,2,2004,2,1,1,0
782,039S,8086,8086,2021,3,2021,3,1,1,0
783,039V,8062,8077,2015,3,2019,2,10,16,6
784,039W,8021,8046,2005,2,2011,3,12,26,14
785,039Y,8029,8032,2007,2,2008,1,4,4,0
786,039Z,8078,8078,2019,3,2019,3,1,1,0
787,040A,8058,8061,2014,3,2015,2,2,4,2
788,040B,8026,8033,2006,3,2008,2,3,8,5
789,040E,8054,8056,2013,3,2014,1,3,3,0
790,040G,8014,8014,2003,3,2003,3,1,1,0
791,040K,8049,8049,2012,2,2012,2,1,1,0
792,040L,8044,8055,2011,1,2013,4,8,12,4
793,040M,8074,8082,2018,3,2020,3,4,9,5
794,040N,8039,8041,2009,4,2010,2,3,3,0
795,040P,8034,8035,2008,3,2008,4,2,2,0
796,040R,8017,8039,2004,2,2009,4,14,23,9
797,040S,8087,8089,2021,4,2022,2,2,3,1
798,040V,8062,8066,2015,3,2016,3,4,5,1
799,040W,8021,8023,2005,2,2005,4,3,3,0
800,040Y,8029,8037,2007,2,2009,2,4,9,5
801,040Z,8078,8087,2019,3,2021,4,7,10,3
802,041A,8058,8058,2014,3,2014,3,1,1,0
803,041B,8026,8027,2006,3,2006,4,2,2,0
804,041E,8054,8058,2013,3,2014,3,3,5,2
805,041G,8014,8046,2003,3,2011,3,4,33,29
806,041K,8049,8049,2012,2,2012,2,1,1,0
807,041L,8047,8069,2011,4,2017,2,7,23,16
808,041M,8074,8078,2018,3,2019,3,3,5,2
809,041N,8039,8043,2009,4,2010,4,4,5,1
810,041P,8034,8035,2008,3,2008,4,2,2,0
811,041R,8017,8022,2004,2,2005,3,3,6,3
812,041S,8087,8087,2021,4,2021,4,1,1,0
813,041V,8062,8065,2015,3,2016,2,3,4,1
814,041W,8021,8033,2005,2,2008,2,8,13,5
815,041Y,8029,8041,2007,2,2010,2,6,13,7
816,041Z,8078,8078,2019,3,2019,3,1,1,0
817,042A,8058,8097,2014,3,2024,2,19,40,21
818,042B,8026,8027,2006,3,2006,4,2,2,0
819,042E,8054,8061,2013,3,2015,2,6,8,2
820,042G,8014,8045,2003,3,2011,2,10,32,22
821,042K,8050,8050,2012,3,2012,3,1,1,0
822,042M,8074,8078,2018,3,2019,3,2,5,3
823,042N,8039,8039,2009,4,2009,4,1,1,0
824,042P,8034,8035,2008,3,2008,4,2,2,0
825,042R,8017,8034,2004,2,2008,3,8,18,10
826,042V,8062,8079,2015,3,2019,4,5,18,13
827,042W,8021,8029,2005,2,2007,2,5,9,4
828,042Y,8029,8031,2007,2,2007,4,2,3,1
829,042Z,8078,8078,2019,3,2019,3,1,1,0
830,043A,8058,8078,2014,3,2019,3,12,21,9
831,043B,8026,8027,2006,3,2006,4,2,2,0
832,043E,8054,8054,2013,3,2013,3,1,1,0
833,043G,8014,8015,2003,3,2003,4,2,2,0
834,043K,8050,8050,2012,3,2012,3,1,1,0
835,043M,8074,8075,2018,3,2018,4,2,2,0
836,043N,8039,8039,2009,4,2009,4,1,1,0
837,043P,8034,8050,2008,3,2012,3,8,17,9
838,043R,8017,8018,2004,2,2004,3,2,2,0
839,043V,8062,8075,2015,3,2018,4,13,14,1
840,043W,8021,8053,2005,2,2013,2,14,33,19
841,043Y,8030,8041,2007,3,2010,2,6,12,6
842,043Z,8078,8078,2019,3,2019,3,1,1,0
843,044A,8058,8060,2014,3,2015,1,3,3,0
844,044B,8026,8027,2006,3,2006,4,2,2,0
845,044E,8054,8062,2013,3,2015,3,4,9,5
846,044G,8014,8037,2003,3,2009,2,5,24,19
847,044K,8050,8050,2012,3,2012,3,1,1,0
848,044M,8074,8078,2018,3,2019,3,2,5,3
849,044N,8039,8040,2009,4,2010,1,2,2,0
850,044P,8034,8046,2008,3,2011,3,9,13,4
851,044R,8017,8029,2004,2,2007,2,5,13,8
852,044V,8062,8062,2015,3,2015,3,1,1,0
853,044W,8021,8023,2005,2,2005,4,3,3,0
854,044Y,8030,8041,2007,3,2010,2,5,12,7
855,044Z,8078,8086,2019,3,2021,3,4,9,5
856,045A,8058,8078,2014,3,2019,3,12,21,9
857,045B,8026,8062,2006,3,2015,3,8,37,29
858,045E,8054,8060,2013,3,2015,1,2,7,5
859,045G,8014,8017,2003,3,2004,2,3,4,1
860,045K,8050,8050,2012,3,2012,3,1,1,0
861,045M,8074,8079,2018,3,2019,4,4,6,2
862,045N,8039,8039,2009,4,2009,4,1,1,0
863,045P,8034,8049,2008,3,2012,2,7,16,9
864,045R,8018,8059,2004,3,2014,4,7,42,35
865,045V,8062,8068,2015,3,2017,1,5,7,2
866,045W,8021,8022,2005,2,2005,3,2,2,0
867,045Y,8030,8045,2007,3,2011,2,6,16,10
868,045Z,8079,8079,2019,4,2019,4,1,1,0
869,046A,8058,8073,2014,3,2018,2,10,16,6
870,046B,8026,8035,2006,3,2008,4,3,10,7
871,046E,8054,8057,2013,3,2014,2,3,4,1
872,046G,8014,8014,2003,3,2003,3,1,1,0
873,046K,8050,8050,2012,3,2012,3,1,1,0
874,046M,8074,8083,2018,3,2020,4,8,10,2
875,046N,8039,8039,2009,4,2009,4,1,1,0
876,046P,8034,8054,2008,3,2013,3,11,21,10
877,046R,8018,8021,2004,3,2005,2,3,4,1
878,046V,8062,8063,2015,3,2015,4,2,2,0
879,046W,8021,8022,2005,2,2005,3,2,2,0
880,046Y,8030,8031,2007,3,2007,4,2,2,0
881,046Z,8079,8083,2019,4,2020,4,4,5,1
882,047A,8058,8058,2014,3,2014,3,1,1,0
883,047B,8026,8029,2006,3,2007,2,3,4,1
884,047E,8054,8061,2013,3,2015,2,5,8,3
885,047G,8014,8022,2003,3,2005,3,4,9,5
886,047K,8050,8050,2012,3,2012,3,1,1,0
887,047M,8074,8075,2018,3,2018,4,2,2,0
888,047N,8039,8039,2009,4,2009,4,1,1,0
889,047P,8034,8040,2008,3,2010,1,5,7,2
890,047R,8018,8022,2004,3,2005,3,5,5,0
891,047V,8062,8064,2015,3,2016,1,3,3,0
892,047W,8021,8041,2005,2,2010,2,4,21,17
893,047Y,8030,8034,2007,3,2008,3,4,5,1
894,048A,8058,8082,2014,3,2020,3,10,25,15
895,048B,8026,8033,2006,3,2008,2,5,8,3
896,048E,8054,8054,2013,3,2013,3,1,1,0
897,048G,8014,8014,2003,3,2003,3,1,1,0
898,048K,8050,8050,2012,3,2012,3,1,1,0
899,048M,8074,8075,2018,3,2018,4,2,2,0
900,048N,8039,8039,2009,4,2009,4,1,1,0
901,048P,8034,8037,2008,3,2009,2,3,4,1
902,048R,8018,8023,2004,3,2005,4,5,6,1
903,048V,8063,8078,2015,4,2019,3,9,16,7
904,048W,8021,8034,2005,2,2008,3,7,14,7
905,048Y,8030,8035,2007,3,2008,4,3,6,3
906,049A,8058,8069,2014,3,2017,2,5,12,7
907,049B,8026,8061,2006,3,2015,2,17,36,19
908,049E,8055,8065,2013,4,2016,2,5,11,6
909,049G,8014,8014,2003,3,2003,3,1,1,0
910,049K,8050,8050,2012,3,2012,3,1,1,0
911,049M,8074,8082,2018,3,2020,3,6,9,3
912,049N,8039,8039,2009,4,2009,4,1,1,0
913,049P,8034,8054,2008,3,2013,3,12,21,9
914,049R,8018,8021,2004,3,2005,2,3,4,1
916,049V,8063,8074,2015,4,2018,3,6,12,6
917,049W,8021,8041,2005,2,2010,2,6,21,15
918,049Y,8030,8062,2007,3,2015,3,5,33,28
919,050A,8058,8070,2014,3,2017,3,7,13,6
920,050B,8026,8026,2006,3,2006,3,1,1,0
921,050E,8055,8055,2013,4,2013,4,1,1,0
922,050G,8014,8046,2003,3,2011,3,15,33,18
923,050K,8050,8061,2012,3,2015,2,6,12,6
924,050M,8074,8082,2018,3,2020,3,6,9,3
925,050N,8039,8049,2009,4,2012,2,4,11,7
926,050P,8034,8034,2008,3,2008,3,1,1,0
927,050R,8018,8021,2004,3,2005,2,2,4,2
928,050V,8063,8063,2015,4,2015,4,1,1,0
929,050W,8021,8030,2005,2,2007,3,6,10,4
930,050Y,8030,8038,2007,3,2009,3,3,9,6
931,051A,8059,8062,2014,4,2015,3,3,4,1
932,051B,8026,8037,2006,3,2009,2,8,12,4
933,051E,8055,8058,2013,4,2014,3,3,4,1
934,051G,8014,8015,2003,3,2003,4,2,2,0
935,051K,8050,8061,2012,3,2015,2,7,12,5
936,051M,8074,8085,2018,3,2021,2,7,12,5
937,051N,8039,8045,2009,4,2011,2,4,7,3
938,051P,8034,8037,2008,3,2009,2,3,4,1
939,051R,8018,8039,2004,3,2009,4,5,22,17
940,051V,8063,8063,2015,4,2015,4,1,1,0
941,051W,8021,8021,2005,2,2005,2,1,1,0
942,051Y,8030,8030,2007,3,2007,3,1,1,0
943,052A,8059,8066,2014,4,2016,3,4,8,4
944,052B,8026,8029,2006,3,2007,2,3,4,1
945,052E,8055,8062,2013,4,2015,3,2,8,6
946,052G,8014,8014,2003,3,2003,3,1,1,0
947,052K,8050,8057,2012,3,2014,2,4,8,4
948,052M,8074,8076,2018,3,2019,1,3,3,0
949,052N,8039,8046,2009,4,2011,3,6,8,2
950,052P,8034,8035,2008,3,2008,4,2,2,0
951,052R,8018,8018,2004,3,2004,3,1,1,0
952,052W,8021,8043,2005,2,2010,4,18,23,5
953,052Y,8030,8041,2007,3,2010,2,6,12,6
954,053A,8059,8059,2014,4,2014,4,1,1,0
955,053B,8026,8029,2006,3,2007,2,3,4,1
956,053G,8014,8016,2003,3,2004,1,3,3,0
957,053K,8050,8078,2012,3,2019,3,12,29,17
958,053M,8074,8085,2018,3,2021,2,6,12,6
959,053N,8039,8041,2009,4,2010,2,3,3,0
960,053P,8034,8037,2008,3,2009,2,4,4,0
961,053R,8018,8025,2004,3,2006,2,4,8,4
962,053W,8021,8026,2005,2,2006,3,5,6,1
963,053Y,8030,8042,2007,3,2010,3,3,13,10
964,054A,8059,8068,2014,4,2017,1,7,10,3
965,054B,8026,8029,2006,3,2007,2,2,4,2
966,054G,8014,8041,2003,3,2010,2,12,28,16
967,054K,8050,8066,2012,3,2016,3,14,17,3
968,054M,8074,8074,2018,3,2018,3,1,1,0
969,054N,8039,8041,2009,4,2010,2,3,3,0
970,054P,8034,8041,2008,3,2010,2,3,8,5
971,054R,8018,8021,2004,3,2005,2,4,4,0
972,054W,8021,8037,2005,2,2009,2,9,17,8
973,054Y,8030,8034,2007,3,2008,3,3,5,2
974,055A,8059,8074,2014,4,2018,3,7,16,9
975,055B,8026,8037,2006,3,2009,2,7,12,5
976,055G,8014,8031,2003,3,2007,4,10,18,8
977,055M,8075,8078,2018,4,2019,3,3,4,1
978,055N,8039,8041,2009,4,2010,2,3,3,0
979,055P,8034,8039,2008,3,2009,4,3,6,3
980,055R,8018,8041,2004,3,2010,2,8,24,16
981,055W,8021,8022,2005,2,2005,3,2,2,0
982,055Y,8030,8049,2007,3,2012,2,7,20,13
983,056A,8059,8061,2014,4,2015,2,2,3,1
984,056B,8026,8046,2006,3,2011,3,14,21,7
985,056E,8055,8057,2013,4,2014,2,2,3,1
986,056G,8014,8014,2003,3,2003,3,1,1,0
987,056M,8075,8077,2018,4,2019,2,2,3,1
988,056N,8039,8039,2009,4,2009,4,1,1,0
989,056P,8034,8041,2008,3,2010,2,5,8,3
990,056R,8018,8019,2004,3,2004,4,2,2,0
991,056W,8021,8041,2005,2,2010,2,7,21,14
992,056Y,8030,8039,2007,3,2009,4,5,10,5
993,057B,8026,8033,2006,3,2008,2,4,8,4
994,057G,8014,8016,2003,3,2004,1,2,3,1
995,057M,8075,8075,2018,4,2018,4,1,1,0
996,057N,8039,8039,2009,4,2009,4,1,1,0
997,057P,8034,8041,2008,3,2010,2,7,8,1
998,057R,8018,8023,2004,3,2005,4,2,6,4
999,057W,8021,8023,2005,2,2005,4,3,3,0
1000,057Y,8030,8054,2007,3,2013,3,11,25,14
1001,058B,8026,8033,2006,3,2008,2,4,8,4
1002,058G,8014,8014,2003,3,2003,3,1,1,0
1003,058M,8075,8075,2018,4,2018,4,1,1,0
1004,058P,8034,8036,2008,3,2009,1,3,3,0
1005,058R,8018,8050,2004,3,2012,3,16,33,17
1006,058W,8021,8024,2005,2,2006,1,4,4,0
1007,058Y,8030,8057,2007,3,2014,2,12,28,16
1008,059B,8026,8049,2006,3,2012,2,11,24,13
1009,059G,8014,8018,2003,3,2004,3,3,5,2
1010,059M,8075,8075,2018,4,2018,4,1,1,0
1011,059P,8034,8036,2008,3,2009,1,3,3,0
1012,059R,8018,8031,2004,3,2007,4,10,14,4
1013,059W,8021,8021,2005,2,2005,2,1,1,0
1014,059Y,8030,8037,2007,3,2009,2,3,8,5
1015,060B,8026,8045,2006,3,2011,2,5,20,15
1016,060G,8015,8017,2003,4,2004,2,3,3,0
1017,060M,8075,8078,2018,4,2019,3,2,4,2
1018,060P,8034,8044,2008,3,2011,1,6,11,5
1019,060R,8018,8043,2004,3,2010,4,11,26,15
1020,060W,8021,8022,2005,2,2005,3,2,2,0
1021,060Y,8030,8031,2007,3,2007,4,2,2,0
1022,061B,8026,8037,2006,3,2009,2,5,12,7
1023,061G,8015,8017,2003,4,2004,2,3,3,0
1024,061P,8034,8034,2008,3,2008,3,1,1,0
1025,061R,8018,8019,2004,3,2004,4,2,2,0
1026,061W,8021,8025,2005,2,2006,2,5,5,0
1027,061Y,8030,8046,2007,3,2011,3,11,17,6
1028,062B,8026,8028,2006,3,2007,1,3,3,0
1029,062G,8015,8050,2003,4,2012,3,7,36,29
1030,062P,8035,8038,2008,4,2009,3,3,4,1
1031,062R,8018,8018,2004,3,2004,3,1,1,0
1032,062W,8021,8067,2005,2,2016,4,13,47,34
1033,062Y,8030,8033,2007,3,2008,2,3,4,1
1034,063B,8027,8030,2006,4,2007,3,4,4,0
