v7b_interval_id,samegroup,r500,r1000,r2000,exp500,exp1000
697,0.3213333333333333,0.37776,0.35454285714285716,0.278864,0.3339053220380174,0.3189300466773538
698,0.27266666666666667,0.3197857142857143,0.3435844155844156,0.28787826086956525,0.3095366087998286,0.3054545469985375
699,0.15114285714285713,0.20266666666666666,0.3446451612903226,0.26061971830985914,0.2614565197772922,0.27979374900012705
700,0.023714285714285712,0.18242105263157893,0.2639090909090909,0.24291176470588235,0.18328975686189158,0.21610353373848357
701,0,0.2031578947368421,0.142,0.13482051282051283,0.14232599466982823,0.13827198493970203
702,0.0055,0.18845454545454546,0.17363157894736841,0.17274074074074075,0.16876446938803527,0.17943753657005698
703,0.3824,0.27410526315789474,0.3187719298245614,0.17322758620689654,0.2705834688688082,0.23275107393034009
704,0.38661538461538464,0.30717391304347824,0.3513235294117647,0.22573722627737228,0.31843139269416365,0.2760369484047513
705,0.17657142857142857,0.3249333333333333,0.4218222222222222,0.29714545454545455,0.3195250046325742,0.3168682098468072
706,0.22436363636363635,0.25085714285714283,0.31176666666666664,0.3104660194174757,0.28492090032491463,0.29633784038797506
707,0.2587272727272727,0.08651851851851851,0.12966666666666668,0.18248192771084337,0.15515891377376514,0.18419477243690507
708,NA,NA,NA,NA,NA,NA
709,0.9332,0.55384,0.5922173913043478,0.45129166666666665,0.5481938599232011,0.4879353413850314
710,NA,NA,NA,NA,NA,NA
711,0.015,0.022285714285714284,0.097,0.11969784172661871,0.10048492130675996,0.11658742297456445
712,0.246,0.06425,0.13633898305084746,0.1277037037037037,0.13307811885325913,0.13256713110143276
713,NA,NA,NA,NA,NA,NA
714,NA,NA,NA,NA,NA,NA
715,0.156,0.3183225806451613,0.26922105263157897,0.22447682119205298,0.26082301781941963,0.2508538944448754
716,0.3213333333333333,0.37776,0.35454285714285716,0.278864,0.33038644302372827,0.3183228989679344
717,0.08560000000000001,0.13962962962962963,0.1063695652173913,0.13110588235294118,0.1250860118891716,0.13010901769291605
718,NA,NA,NA,NA,NA,NA
719,0.1761818181818182,0.12528571428571428,0.1133191489361702,0.17586764705882355,0.15087206762975994,0.17144768578730113
720,0.3156,0.18492307692307694,0.2617058823529412,0.23908196721311475,0.27214911828553556,0.2563192036914877
721,0.4515,0.36400000000000005,0.263125,0.15562318840579709,0.24528908387129378,0.19229942381142434
722,0.46166666666666667,0.3978333333333333,0.38112727272727276,0.3546915887850467,0.37525460313368275,0.3514336009318748
723,0.11666666666666665,0.08276923076923078,0.21051063829787234,0.2783953488372093,0.17684955055472482,0.2238728483499127
724,0.33666666666666667,0.2809090909090909,0.2848292682926829,0.27346341463414636,0.28310995031687086,0.26634729141148383
725,0.12444444444444444,0.18033333333333332,0.26213043478260867,0.24717777777777777,0.2142326786370637,0.2256620062874279
726,0.2792,0.32790476190476187,0.22468181818181818,0.16435897435897437,0.22665228226431944,0.2040363756981824
727,0.2523333333333333,0.314,0.28656603773584904,0.18278195488721805,0.2627870730692074,0.23020640223231134
728,NA,NA,NA,NA,NA,NA
729,NA,NA,NA,NA,NA,NA
730,0.2268888888888889,0.21676190476190474,0.30652380952380953,0.31195833333333334,0.2674083710491829,0.2885993728367937
731,NA,NA,NA,NA,NA,NA
732,0.8955,0.5442222222222223,0.6787826086956522,0.5327547169811321,0.6465629188874563,0.5373698244386451
733,0.8936666666666667,0.6362,0.523375,0.5569152542372882,0.6493008400086288,0.5483642535882449
734,NA,NA,NA,NA,NA,NA
735,0.02457142857142857,0.10851428571428572,0.1007027027027027,0.23717514124293784,0.13647566434170882,0.18434251651785263
736,0.19999999999999998,0.1581764705882353,0.2247536231884058,0.3209032258064516,0.2531140145456357,0.2843712321969756
737,NA,NA,NA,NA,NA,NA
738,NA,NA,NA,NA,NA,NA
739,NA,NA,NA,NA,NA,NA
740,NA,NA,NA,NA,NA,NA
741,NA,NA,NA,NA,NA,NA
742,0.3406666666666667,0.22852631578947366,0.22935135135135137,0.20657142857142857,0.23093419284047667,0.22287749549329897
743,0.006,0.418,0.44478048780487806,0.27752475247524755,0.3403180241739101,0.3332590428142641
744,0.05033333333333333,0.22642105263157894,0.266375,0.31432608695652176,0.22989161426706817,0.26981396273712893
745,0.084,0.2331578947368421,0.24896000000000001,0.368258064516129,0.2674344109519588,0.3244084748075175
746,NA,NA,NA,NA,NA,NA
747,0.0512,0.22141666666666668,0.34438709677419355,0.32007843137254904,0.23687932139675782,0.26995876831252413
748,0.003111111111111111,0.12834146341463415,0.1776,0.17970700636942674,0.1436747513117241,0.17797920359631333
749,0.0074,0.30258823529411766,0.28628000000000003,0.22447682119205298,0.22211035025765605,0.24095478951440977
750,0.1202,0.3773636363636364,0.37357894736842107,0.278752,0.29531682693517364,0.3129501447325327
751,0.478,0.40775,0.36934883720930234,0.35443137254901963,0.3823265701731618,0.35756941953616317
752,0.11666666666666665,0.19976923076923078,0.1836190476190476,0.2792405063291139,0.1951575006367466,0.2262238511871997
753,0.3433333333333333,0.31079999999999997,0.28580487804878046,0.27395121951219514,0.28560399171992357,0.2673451822616165
754,NA,NA,NA,NA,NA,NA
755,0.15428571428571428,0.12223076923076924,0.21088372093023255,0.2303611111111111,0.17806997572822358,0.19545364705909568
756,0.998,0.27419512195121953,0.20380645161290323,0.21541975308641975,0.2471837905276914,0.2319807128424956
757,0.6666666666666666,0.4213103448275862,0.28383098591549294,0.2922272727272727,0.3307369399490677,0.30676742526153766
758,0.547,0.364875,0.31416,0.2806825396825397,0.34101097983114415,0.30950725680422486
759,0.12866666666666665,0.26882352941176474,0.3775428571428572,0.34991869918699187,0.35355278235211446,0.35759799998446434
760,0.13983333333333334,0.1629090909090909,0.20108571428571428,0.2602716049382716,0.19556468501918392,0.24747190461548466
761,0.06111111111111111,0.11395121951219513,0.131,0.11355737704918033,0.11342407523421717,0.1206842082694531
762,1,0.33375,0.23515,0.21649689440993788,0.2616298787256007,0.23847543714391836
763,NA,NA,NA,NA,NA,NA
764,0.5,0.16566666666666666,0.18747222222222223,0.20124022346368714,0.2131515685537533,0.20224717931101935
765,NA,NA,NA,NA,NA,NA
766,NA,NA,NA,NA,NA,NA
767,0.3333333333333333,0.47653333333333336,0.39894444444444443,0.3727692307692308,0.3865173955594422,0.36751510080915467
768,0.0013333333333333333,0.2554,0.23816666666666667,0.2111875,0.19529622099533855,0.21812253657848477
769,NA,NA,NA,NA,NA,NA
770,0.066,0.24457142857142855,0.1616875,0.24828571428571428,0.1724518467914006,0.1972500163347971
771,0.2545,0.2793333333333333,0.1982857142857143,0.2344923076923077,0.22665414563283837,0.21697343088688495
772,0.2774,0.32704761904761903,0.22427272727272726,0.1642051282051282,0.22585604817948504,0.20365270857579934
773,0.0013333333333333333,0.2554,0.23816666666666667,0.2111875,0.19741874213600216,0.21853068677982684
774,0.0035,0.2857142857142857,0.22799999999999998,0.27592982456140347,0.21666593398609535,0.23703823431030818
775,0.015666666666666666,0.22299999999999998,0.15225,0.24349206349206348,0.15710664946313,0.18851688258470664
776,0.006999999999999999,0.16422222222222221,0.10913207547169812,0.13423376623376623,0.1115585715009604,0.12447305527562161
777,0.4993333333333333,0.16558333333333333,0.18744444444444444,0.2012290502793296,0.21308546665032282,0.20221693943673974
778,0.15342857142857141,0.30163636363636365,0.348,0.3643098591549296,0.2922586082877537,0.33053194576703754
779,0.21560000000000001,0.21560000000000001,0.2282857142857143,0.18059649122807017,0.19534198805947292,0.2204913597147766
780,0.28345454545454546,0.16085714285714287,0.20007692307692307,0.16428346456692913,0.19488415766664846,0.18261646245053187
781,0.2824,0.2477894736842105,0.30122807017543857,0.16633103448275863,0.2409773415315886,0.2172081388519003
782,0.3098461538461539,0.3413333333333333,0.3366470588235294,0.23066666666666666,0.2935256852344841,0.2632322997030087
783,0.03428571428571428,0.29173333333333334,0.39968888888888887,0.28809090909090906,0.28017799481895095,0.2970610788415157
784,0.13727272727272727,0.20276470588235293,0.2958,0.3011650485436893,0.2591658843625708,0.2798780891904625
785,0.2505,0.3336,0.3542,0.3824158415841584,0.3336250911185575,0.3556763061790176
786,0.33766666666666667,NA,NA,NA,NA,NA
787,0,0.44652631578947366,0.5232380952380953,0.49,0.4737027310719293,0.4788876179688219
788,0.06457142857142857,0.26431578947368417,0.2195769230769231,0.29926436781609195,0.21814802486858975,0.27110588762795845
789,0.159,0.27247058823529413,0.19627906976744186,0.2834,0.2273904429865999,0.25638063255849214
790,0.2565,0.262625,0.19381818181818183,0.23461538461538461,0.21936252825634706,0.2143268852294546
791,0.062,0.06744,0.16093617021276596,0.21442603550295858,0.15184593660961004,0.19330866242151462
792,0.0056,0.3619047619047619,0.2702588235294118,0.28893430656934305,0.277631442545198,0.2914380098649672
793,0.17355555555555555,0.42583333333333334,0.3504838709677419,0.2727846153846154,0.30506064030079333,0.29836813305087
794,0.65675,0.3928,0.3104931506849315,0.35759154929577464,0.3937368491753707,0.36401338423918256
795,0.0013333333333333333,0.2554,0.23816666666666667,0.2111875,0.19529622099533855,0.21812253657848477
796,0.0045,0.30023529411764704,0.22814285714285715,0.27599999999999997,0.2218530418834394,0.23876529477270395
797,NA,NA,NA,NA,NA,NA
798,0.47333333333333333,0.14707142857142858,0.1398048780487805,0.19015894039735098,0.17627423395128378,0.1794336513202326
799,NA,NA,NA,NA,NA,NA
800,0.4686666666666667,0.4712903225806452,0.2972063492063492,0.21406711409395973,0.3360966578659865,0.2755043903245296
801,0.2523333333333333,0.314,0.28656603773584904,0.18278195488721805,0.2654036540014098,0.23055134266069224
802,0.24833333333333332,0.3394736842105263,0.34115625,0.2470327868852459,0.29575525730664953,0.2750808307471109
803,NA,NA,NA,NA,NA,NA
804,0.19622222222222221,0.20361904761904762,0.29995238095238097,0.3090833333333333,0.2547619265342333,0.2820327486660102
805,NA,NA,NA,NA,NA,NA
806,NA,NA,NA,NA,NA,NA
807,NA,NA,NA,NA,NA,NA
808,0.36666666666666664,0.33699999999999997,0.4089387755102041,0.35282978723404257,0.36991328424706926,0.3581361997494872
809,0.505,0.14857142857142858,0.2298181818181818,0.2128695652173913,0.20483059613043794,0.22112963039320394
810,0.06233333333333333,0.11448780487804879,0.13137931034482758,0.11373770491803278,0.11405307842587273,0.12105446709876147
811,NA,NA,NA,NA,NA,NA
812,0.14061538461538461,0.15328571428571428,0.16626923076923078,0.13375925925925924,0.1506433893054507,0.1438238285679537
813,0.37436363636363634,0.22112820512820514,0.22632,0.1716875,0.23490419878133464,0.20187533203111813
814,0.3824,0.27410526315789474,0.3187719298245614,0.17322758620689654,0.2705834688688082,0.23275107393034009
815,0.3867692307692308,0.30721739130434783,0.3513529411764706,0.22575182481751824,0.31848555247398097,0.27606669709039316
816,0.17685714285714285,0.28607692307692306,0.3607142857142857,0.29716363636363635,0.31136532335582506,0.3147437442480176
817,0.002,0.3381176470588235,0.3487619047619048,0.2916,0.27647977774768295,0.3130331888114058
818,0.06371428571428571,0.264,0.21946153846153846,0.29919540229885055,0.21789893584169834,0.27097120482297254
819,0.235,0.2359090909090909,0.19605714285714285,0.23329230769230772,0.20675525596845098,0.20917124737006373
820,0.5704,0.25425,0.33254545454545453,0.32820454545454547,0.3632413391710166,0.3233994971638878
821,NA,NA,NA,NA,NA,NA
822,0.997,0.17688888888888887,0.10926153846153847,0.130140625,0.14930178336659786,0.13770233368289997
823,0.25166666666666665,0.31376470588235295,0.2864905660377358,0.1827518796992481,0.2652112270544241,0.2304697474306136
824,0.28345454545454546,0.16085714285714287,0.20007692307692307,0.16428346456692913,0.19488415766664846,0.18261646245053187
825,0.2824,0.2477894736842105,0.30122807017543857,0.16633103448275863,0.2409773415315886,0.2172081388519003
826,0.014888888888888887,0.20714285714285713,0.2655185185185185,0.3668952380952381,0.242550109097397,0.3087395840935682
827,0.05033333333333333,0.28275,0.3927142857142857,0.35688524590163934,0.30306284667842,0.34440044574927053
828,0.183,0.18547368421052632,0.2353953488372093,0.2303611111111111,0.1968440107038144,0.2061156359069361
829,0.2437142857142857,0.08657142857142856,0.13372972972972974,0.16957446808510637,0.14361673553562945,0.14904712795409572
830,0.23720000000000002,0.18661538461538463,0.34816216216216217,0.30892631578947366,0.29398316532121943,0.31035441401525227
831,NA,NA,NA,NA,NA,NA
832,NA,NA,NA,NA,NA,NA
833,0.2395,0.30775757575757573,0.28840677966101697,0.2171958762886598,0.266099551970596,0.24464557029573045
834,0.6161538461538462,0.5721333333333333,0.48355,0.2711724137931035,0.4729824259193937,0.3667327493402677
835,0.2165,0.17141176470588235,0.19753488372093023,0.26306666666666667,0.20949653443786725,0.2412583171843289
836,NA,NA,NA,NA,NA,NA
837,0.004,0.19726315789473683,0.25875,0.36687619047619047,0.26660676594211913,0.31301274907611576
838,0.5523333333333333,0.4213103448275862,0.28383098591549294,0.2922272727272727,0.3363060774363493,0.30878406325592567
839,0.2495,0.1323157894736842,0.10784905660377359,0.13769620253164558,0.12157667874884487,0.12530730433590218
840,6.666666666666666e-4,0.16618181818181818,0.182,0.19936125654450262,0.1528686605065787,0.1783223248425416
841,0.001,0.0755483870967742,0.1606060606060606,0.24301063829787234,0.136408179323222,0.18263284320154177
842,0.0016666666666666666,0.07321052631578948,0.0998918918918919,0.2498723404255319,0.12242474259593492,0.17806341765179914
843,0.0525,0.03338461538461539,0.15730555555555556,0.18345,0.12328222313231638,0.17029701331575836
844,0.0056,0.30205882352941177,0.28592,0.22435761589403974,0.2215376070015649,0.24066470450546815
845,0.29514285714285715,0.18353846153846154,0.33318367346938776,0.3668952380952381,0.2721972380481068,0.3206625471806638
846,0.5016666666666667,0.3450714285714286,0.3717857142857143,0.364656,0.39686995859079754,0.39022065153281377
847,0.32999999999999996,0.337,0.3593454545454546,0.2967378640776699,0.33308448824559295,0.3213512580194174
848,NA,0.294375,0.3162083333333333,0.2513069306930693,0.272681327087565,0.265931447523816
849,0.236,0.46626666666666666,0.33789743589743587,0.23455102040816328,0.31906399231753474,0.2811947216607547
850,NA,NA,NA,NA,NA,NA
851,0.18166666666666664,0.18505263157894736,0.2352093023255814,0.23025,0.198669986066817,0.2062309209003822
852,0.23685714285714285,0.08428571428571428,0.13243243243243244,0.1685531914893617,0.14080488471165878,0.14729764447145682
853,0.22340000000000002,0.16296774193548386,0.17779999999999999,0.16808450704225353,0.17984122646711181,0.16508856843610242
854,NA,NA,NA,NA,NA,NA
855,NA,NA,NA,NA,NA,NA
856,0.251,0.31227272727272726,0.3590566037735849,0.33355172413793105,0.3311400716761095,0.32577648046749863
857,0.0065,0.075,0.23958333333333334,0.2522391304347826,0.19475713394328628,0.2261006507942521
858,0.01275,0.11553846153846155,0.11501369863013698,0.11918787878787879,0.11839953746807609,0.12578107957383222
859,NA,NA,NA,NA,NA,NA
860,0.2495,0.1323157894736842,0.10784905660377359,0.13693491124260354,0.12001535811201282,0.12463608937627671
861,0,0.14313333333333333,0.16750819672131148,0.20115384615384616,0.15143625136596608,0.17568064113806967
862,0.10083333333333333,0.15152941176470588,0.15525581395348836,0.1820120481927711,0.15835964296852736,0.18735600994099658
863,NA,NA,NA,NA,NA,NA
864,0.2908571428571428,0.17007142857142857,0.3325714285714286,0.36660952380952383,0.2802347701744276,0.3243272599671272
865,0.3631428571428571,0.2663478260869565,0.37437037037037035,0.3491171171171171,0.33889459104006736,0.3483798653976078
866,0.23777777777777775,0.30305263157894735,0.3442545454545455,0.29885981308411214,0.3015661832179744,0.30275022184511086
867,0.5648571428571428,0.34380645161290324,0.3331818181818182,0.21086746987951807,0.3381705170822555,0.2684935471920974
868,0.0016,0.16199999999999998,0.10642105263157894,0.12902189781021897,0.11767936173084995,0.12586054938817898
869,0.1642,0.15028571428571427,0.12104255319148936,0.1842469135802469,0.15799066484128405,0.17387103423447722
870,0.11466666666666667,0.15641176470588236,0.1571860465116279,0.1830120481927711,0.16255197910600924,0.18952217949830014
871,0.0238,0.16434782608695653,0.1716470588235294,0.23621875,0.15196124572050138,0.21484312548918283
872,0.004666666666666666,0.17415384615384616,0.22175,0.3350666666666667,0.2325412037799318,0.26931167664302913
873,0.01375,0.06317647058823529,0.11282758620689655,0.23768627450980392,0.10946790076368942,0.17190456471232693
874,0.1642,0.15028571428571427,0.12094736842105264,0.1842469135802469,0.1582857362687745,0.17400794416386967
875,0.10966666666666666,0.15464705882352942,0.15648837209302324,0.18265060240963854,0.1610366768876423,0.18873922664626272
876,0.008,0.1082962962962963,0.14337254901960786,0.1340135135135135,0.12340630166056231,0.13055932959973524
877,0.503,0.1525,0.16420689655172413,0.1394950495049505,0.15235765118980024,0.14281242926725032
878,0,0,0.12804255319148936,0.1258705035971223,0.0917839060048857,0.11758566603802884
879,0.4588,0.11507142857142856,0.15560000000000002,0.12396026490066225,0.16171597867547305,0.14375585172184654
880,0.259,0.19768,0.1401967213114754,0.13636974789915965,0.16004684848391326,0.14232276422886375
881,0.3365,0.3070909090909091,0.20272413793103447,0.16646969696969696,0.21132940977940326,0.19390829368909968
882,NA,NA,NA,NA,NA,NA
883,0.4683333333333333,0.37223809523809526,0.247575,0.22445033112582782,0.30953413209176345,0.2628187495554785
884,0.0092,0.138,0.11773333333333333,0.17757831325301204,0.1477387806623957,0.17932727383005517
885,NA,NA,NA,NA,NA,NA
886,0.5194285714285714,0.20433333333333334,0.2505476190476191,0.31713548387096774,0.28574376817418584,0.2871784248490009
887,0.7063333333333334,0.3742,0.30633333333333335,0.29052482269503543,0.3519038149119485,0.30753850209859757
888,0.1637142857142857,0.15585185185185185,0.11993333333333334,0.20554098360655737,0.15714456798249754,0.17437521622802118
889,0.19,0.16625,0.12634285714285715,0.24072631578947368,0.15936289860476038,0.187507588452797
890,0.16714285714285712,0.0760909090909091,0.13080459770114944,0.2143905325443787,0.15796651634517592,0.19632527721822657
891,0.6148571428571429,0.24144444444444443,0.2585,0.3214451612903226,0.3072421982986265,0.2978206735191342
892,0.09680000000000001,0.08325,0.10596923076923077,0.20574666666666666,0.13086511678785281,0.1793693396729959
893,0.2515,0.2096,0.1397049180327869,0.1314920634920635,0.15077818512857763,0.13857995714764815
894,0.33466666666666667,0.11107692307692309,0.15080555555555555,0.1890967741935484,0.1546992148652192,0.17053169618284034
895,0.798,0.2672,0.17246666666666666,0.17735,0.22509102007395865,0.20443757381162111
896,NA,NA,NA,NA,NA,NA
897,0.0026666666666666666,0.5451,0.4816170212765957,0.22695652173913045,0.410202261869928,0.33174229478580575
898,0.4889090909090909,0.24810000000000001,0.2820754716981132,0.23293181818181818,0.2982223378711219,0.2515716917197442
899,0.0038181818181818182,0.0038181818181818182,0.1281917808219178,0.21506285714285714,0.12293906170055786,0.1820711859540593
900,0.514,0.39680000000000004,0.32,0.2406769230769231,0.3144044732730802,0.27345262812357407
901,NA,NA,NA,NA,NA,NA
902,0.006,0.418,0.44478048780487806,0.27752475247524755,0.3403180241739101,0.3332590428142641
903,0.0026666666666666666,0.271375,0.3018918918918919,0.2782716049382716,0.2701142332175358,0.2832191249842451
904,0.0172,0.26213333333333333,0.4131578947368421,0.36340229885057473,0.30815227356232144,0.34363970380495146
905,0.438,0.2341,0.2715094339622641,0.2265681818181818,0.2793524859584645,0.2409349458940891
906,0.0352,0.10666666666666667,0.14098039215686275,0.13799999999999998,0.13620433866415824,0.14331392231241172
907,0.13057142857142856,0.0735,0.1413611111111111,0.12973584905660376,0.12511853605809345,0.12898633431602885
908,0.4842222222222222,0.298,0.24986111111111112,0.20032558139534884,0.26019822272588605,0.22661897530882694
909,0.554,0.23028571428571426,0.31949253731343286,0.2540650406504065,0.29267272488774065,0.2672083169459192
910,0.09314285714285714,0.12009090909090908,0.22491891891891894,0.20364285714285715,0.18160400898812007,0.20312792824695824
911,0.754,0.2891111111111111,0.3118125,0.30314545454545455,0.3341301039444699,0.3105000685902783
912,0.6519999999999999,0.2008,0.22516666666666665,0.3101720430107527,0.2533148316345046,0.2667474838002466
913,0.07146666666666666,0.36651428571428574,0.21108910891089108,0.17653246753246754,0.21224540708185657,0.21000942821076674
914,0.156,0.3183225806451613,0.26922105263157897,0.22447682119205298,0.26187780913940106,0.2513454109519089
915,0.3151111111111111,0.37552,0.35374285714285714,0.278416,0.33203477872993814,0.3179595198477733
916,0.2588333333333333,0.3379354838709677,0.3414285714285714,0.28643478260869565,0.3062916286684707,0.30366612116560004
917,0.433,NA,NA,NA,NA,NA
918,1,0.6799999999999999,0.6680952380952381,0.5158867924528302,0.6227402652963046,0.5073937086410013
919,0.16333333333333333,0.30094117647058827,0.27291525423728813,0.21003960396039603,0.24332412679807058,0.22863149030880642
920,0.5776923076923077,NA,NA,NA,NA,NA
921,0.37523076923076926,0.42991666666666667,0.30142857142857143,0.18467368421052632,0.319772497200367,0.26331683071136625
922,0.503090909090909,0.4417692307692308,0.427,0.2840842105263158,0.405649173802037,0.3507426038747088
923,0.139,0.3451764705882353,0.2767878787878788,0.2685352112676056,0.2607784660750193,0.26967262224745836
924,0.0352,0.13955555555555554,0.16705454545454546,0.13992452830188679,0.1404978295324329,0.145185782411376
925,0.10742857142857143,0.06928571428571428,0.12234375,0.1358793103448276,0.11449713484438055,0.12273386441443121
926,0.382,0.23383333333333334,0.12121311475409836,0.24208510638297873,0.18339130726741282,0.20917322966708285
927,NA,NA,NA,NA,NA,NA
928,0.6546153846153846,0.5888,0.49605,0.2769195402298851,0.4936371305282054,0.3776938347633216
929,0.45184615384615384,0.47141666666666665,0.3251428571428571,0.1951578947368421,0.3582104110883362,0.2845033262677875
930,NA,NA,NA,NA,NA,NA
931,0.09680000000000001,0.08325,0.10596923076923077,0.20574666666666666,0.13086511678785281,0.1793693396729959
932,0.09666666666666666,0.2601290322580645,0.23833846153846155,0.3075072463768116,0.23568265377539405,0.2771745461082763
933,0.0204,0.13221052631578947,0.16706666666666667,0.13105263157894737,0.14665314692659126,0.1475302993832749
934,0.12342857142857142,0.06933333333333333,0.14066666666666666,0.12926415094339622,0.12306326218700032,0.1280238822253093
935,0.46444444444444444,0.28613333333333335,0.20301639344262296,0.20643283582089553,0.24356922050383556,0.21807503760214036
936,NA,NA,NA,NA,NA,NA
937,0.10857142857142857,0.1538125,0.2157808219178082,0.201625,0.16615240702044315,0.19551178151122114
938,0.021,0.0626,0.1437857142857143,0.1721,0.13166185901174438,0.16959396127103468
939,NA,NA,NA,NA,NA,NA
940,0.07146666666666666,0.36651428571428574,0.21108910891089108,0.17653246753246754,0.21159675847639672,0.20974914167729672
941,0.156,0.3183225806451613,0.26922105263157897,0.22447682119205298,0.2565508206558473,0.24849845385485964
942,0.3208888888888889,0.3776,0.3544857142857143,0.278832,0.33377171180172605,0.3188607233323838
943,0.06233333333333333,0.11448780487804879,0.13137931034482758,0.11373770491803278,0.11405307842587273,0.12105446709876147
944,NA,NA,NA,NA,NA,NA
945,NA,NA,NA,NA,NA,NA
946,0.37436363636363634,0.20448275862068965,0.21930769230769231,0.17215748031496064,0.20744152886215406,0.19365930584872698
947,0.3824,0.27410526315789474,0.3187719298245614,0.17322758620689654,0.2705834688688082,0.23275107393034009
948,NA,NA,NA,NA,NA,NA
949,NA,NA,NA,NA,NA,NA
950,NA,NA,NA,NA,NA,NA
951,0.046857142857142854,0.10814285714285714,0.0916923076923077,0.12172519083969466,0.1069636095471607,0.12070073462084498
952,0.0216,0.2628421052631579,0.18755555555555556,0.19714457831325302,0.1923119130710511,0.19825716223365494
953,NA,NA,NA,NA,NA,NA
954,0.09799999999999999,0.050111111111111106,0.1007027027027027,0.2238372093023256,0.11840724250536822,0.1738669452539023
955,0.33366666666666667,0.2692413793103448,0.2571388888888889,0.3175609756097561,0.2421841635029316,0.27810682619781857
956,NA,NA,NA,NA,NA,NA
957,0.024,0.058444444444444445,0.33859375,0.355359375,0.3084507507283917,0.3406315245527892
958,NA,NA,NA,NA,NA,NA
959,NA,NA,NA,NA,NA,NA
960,NA,NA,NA,NA,NA,NA
961,0.25,0.1715483870967742,0.18445,0.17183098591549295,0.19081666151508256,0.17127159740902426
962,0.046857142857142854,0.09825,0.10328571428571429,0.12555905511811025,0.11294900790795351,0.12280047979452029
963,0.028,0.2628421052631579,0.20096875,0.18446451612903225,0.19627727899532282,0.1994721091600181
964,0.011,0.076375,0.12840677966101696,0.23214012738853504,0.15745167244206623,0.20911911987678464
965,0.0966,0.0831875,0.10593846153846155,0.20573333333333332,0.130807327373718,0.17933931175626042
966,0.09633333333333333,0.26,0.23827692307692308,0.3074782608695652,0.23556074536172603,0.277108763914073
967,0.0036666666666666666,0.2817777777777778,0.27465384615384614,0.30347008547008547,0.23213105941909548,0.27217364433801544
968,0.0054285714285714284,0.23533333333333334,0.34793103448275864,0.3634561403508772,0.2566023671284907,0.32287370013735883
969,0.29028571428571426,0.18223076923076925,0.33248979591836736,0.36657142857142855,0.27085064565073624,0.3199394497103493
970,0.6546153846153846,0.5888,0.49605,0.2769195402298851,0.4936371305282054,0.3776938347633216
971,0.4521538461538462,0.4715833333333333,0.3252380952380952,0.1952,0.3583647802204164,0.2845884125953233
972,0.5272727272727272,0.452,0.434,0.2868842105263158,0.4165300065016533,0.3568117109967892
973,NA,NA,NA,NA,NA,NA
974,0.2645,0.5704444444444444,0.43241176470588233,0.35620253164556964,0.4040822288456881,0.3722065455410728
975,0.394,0.42428571428571427,0.3496923076923077,0.27778082191780823,0.3424974148533667,0.32552711608389634
976,0.01,0.2068148148148148,0.22235555555555556,0.2747857142857143,0.20643045961719678,0.2527145688375324
977,0.2673333333333333,0.14148148148148149,0.1784736842105263,0.25913253012048193,0.18667329724258044,0.22504976355274242
978,0.32866666666666666,0.204,0.29820689655172417,0.2563666666666667,0.2723594058398556,0.2698907649062196
979,NA,NA,NA,NA,NA,NA
980,0.15384615384615385,0.3174193548387097,0.2689263157894737,0.2242913907284768,0.2567597731262023,0.24862892013549753
981,0.2102222222222222,0.33776,0.34025714285714287,0.270864,0.2984737192516915,0.30127833677625265
982,0.18833333333333332,0.18066666666666667,0.12670833333333334,0.13168253968253968,0.1513972028793383,0.13784745035753523
983,0.07146666666666666,0.36651428571428574,0.21108910891089108,0.17653246753246754,0.21224540708185657,0.21000942821076674
984,NA,NA,NA,NA,NA,NA
985,0.003111111111111111,0.12834146341463415,0.1776,0.17970700636942674,0.1436747513117241,0.17797920359631333
986,NA,NA,NA,NA,NA,NA
987,0.1212,0.37781818181818183,0.37384210526315786,0.278832,0.29573332162232313,0.3131574015046742
988,0.0012000000000000001,0.001,0.12817021276595744,0.1259136690647482,0.0920741448495616,0.117707462113437
989,0.0216,0.12085714285714286,0.14389285714285716,0.1721375,0.13219719767298557,0.16978530616932422
990,0.03333333333333333,0.02857142857142857,0.17308196721311475,0.20308536585365855,0.14652702848792404,0.19137929940670312
991,0.003111111111111111,0.17696774193548387,0.1792463768115942,0.17653246753246754,0.15708661427093795,0.1829983589958046
992,0.0058000000000000005,0.30211764705882355,0.28596,0.2243708609271523,0.22160124514113058,0.24069693617312832
993,NA,NA,NA,NA,NA,NA
994,0.011,0.1531875,0.13596296296296295,0.17388571428571428,0.1424733606445634,0.16931088309225037
995,0,0.17606451612903226,0.17884057971014491,0.17635064935064934,0.15622686098222907,0.18257702155634253
996,NA,NA,NA,NA,NA,NA
997,NA,NA,NA,NA,NA,NA
998,0.03325,0.24555555555555555,0.322972972972973,0.2843652173913044,0.25320530534293695,0.2827353766225727
999,0.0356,0.14888888888888888,0.16161290322580646,0.13051572327044025,0.1311373541911407,0.13723021347037534
1000,0.18966666666666665,0.18133333333333332,0.12687500000000002,0.13174603174603175,0.1517604957856643,0.13801097987222286
1001,0.004666666666666666,0.20853333333333335,0.17888888888888888,0.18482666666666667,0.17913161593364438,0.1820949299493468
1002,NA,NA,NA,NA,NA,NA
1003,NA,NA,NA,NA,NA,NA
1004,0.7465,0.1731818181818182,0.31236363636363634,0.2998030303030303,0.2807881046285681,0.29202423904887603
