CaptureDate,BadgerID,TestType,SampleType,VisualLine1,OpticalDensity1,VisualLine2,OpticalDensity2,PM
09/09/2014,028F,Double,Serum Frozen,P,1236.03,N,0,No
09/09/2014,028F,Double,Whole Blood,P,2426.4,N,3.22,No
09/09/2014,028F,Single,Serum Fresh,P,694.84,,0,No
09/09/2014,029A,Double,Serum Frozen,N,0,P,230.46,No
09/09/2014,029A,Double,Whole Blood,N,82.9,P,356.61,No
09/09/2014,029A,Single,Serum Fresh,N,5.73,,0,No
09/09/2014,030N,Double,Serum Frozen,P,969.48,N,0,No
09/09/2014,030N,Double,Whole Blood,P,3627.29,N,31.54,No
09/09/2014,030N,Single,Serum Fresh,P,532.9,,0,No
09/09/2014,033K,Double,Serum Frozen,N,0,N,0,No
09/09/2014,033K,Double,Whole Blood,N,37.61,N,0.98,No
09/09/2014,033K,Single,Serum Fresh,N,0,,0,No
09/09/2014,039K,Double,Serum Frozen,P,1748.44,N,6.52,No
09/09/2014,039K,Double,Whole Blood,P,2276.11,N,0,No
09/09/2014,039K,Single,Serum Fresh,P,138.41,,0,No
09/09/2014,041E,Double,Serum Frozen,P,37.8,N,7.14,No
09/09/2014,041E,Double,Whole Blood,P,206.58,P,76.03,No
09/09/2014,041E,Single,Serum Fresh,N,0.8,,0,No
09/09/2014,042A,Double,Serum Frozen,N,32.54,N,0,No
09/09/2014,042A,Double,WB Field,P,223.19,N,5.76,No
09/09/2014,042A,Double,Whole Blood,N,87.61,N,0,No
09/09/2014,042A,Single,Serum Fresh,P,12.18,,0,No
09/09/2014,043A,Double,Serum Frozen,N,0,N,0,No
09/09/2014,043A,Double,Whole Blood,N,51.74,N,2.38,No
09/09/2014,043A,Single,Serum Fresh,N,9.5,,0,No
09/09/2014,044A,Double,Serum Frozen,N,3.19,P,210.07,No
09/09/2014,044A,Double,WB Field,N,32.7,N,9.14,No
09/09/2014,044A,Double,Whole Blood,N,124.68,N,0,No
09/09/2014,044A,Single,Serum Fresh,N,1,,0,No
09/09/2014,045A,Double,Serum Frozen,N,0,N,0,No
09/09/2014,045A,Double,Whole Blood,N,118.84,N,33.48,No
09/09/2014,045A,Single,Serum Fresh,N,9.87,,0,No
09/09/2014,046A,Double,Serum Frozen,N,0,N,32.4,No
09/09/2014,046A,Double,Whole Blood,N,26.33,N,40.8,No
09/09/2014,046A,Single,Serum Fresh,N,9.19,,0,No
09/09/2014,054K,Double,Serum Frozen,N,65.63,N,0,No
09/09/2014,054K,Double,WB Field,N,53.64,N,0,No
09/09/2014,054K,Double,Whole Blood,N,42.75,N,0,No
09/09/2014,054K,Single,Serum Fresh,N,0,,0,No
10/09/2014,001L,Double,Serum Frozen,N,0,N,20.04,No
10/09/2014,001L,Double,Whole Blood,N,44.57,N,0,No
10/09/2014,005L,Double,Serum Frozen,N,0,N,26.16,No
10/09/2014,005L,Double,Whole Blood,P,86.72,N,7.88,No
10/09/2014,020E,Double,Serum Frozen,N,0,N,0,No
10/09/2014,020E,Double,Whole Blood,N,31.85,N,0,No
10/09/2014,020E,Single,Serum Fresh,N,0.39,,0,No
10/09/2014,021E,Double,Serum Frozen,N,10.75,P,0.66,No
10/09/2014,021E,Double,WB Field,P,199.84,N,0,No
10/09/2014,021E,Double,Whole Blood,N,87.7,N,0,No
10/09/2014,037E,Double,Serum Frozen,P,182.38,N,0,No
10/09/2014,037E,Double,Whole Blood,P,1806.43,N,0,No
10/09/2014,037E,Single,Serum Fresh,P,58.87,,0,No
10/09/2014,042E,Double,Serum Frozen,N,0,N,10.17,No
10/09/2014,042E,Double,Whole Blood,N,27.81,N,0,No
10/09/2014,047A,Double,Serum Frozen,N,0,N,31.88,No
10/09/2014,047A,Double,WB Field,N,60.87,P,225.4,No
10/09/2014,047A,Double,Whole Blood,N,47.38,N,0,No
10/09/2014,051E,Double,Serum Frozen,P,176.11,N,15.82,No
10/09/2014,051E,Double,Whole Blood,P,300.76,N,0,No
23/09/2014,002A,Double,Serum Frozen,N,5.8,N,0,No
23/09/2014,002A,Double,WB Field,N,64.4,N,0,No
23/09/2014,002A,Double,Whole Blood,N,20.69,N,6.45,No
23/09/2014,003A,Double,Serum Frozen,N,0,N,0,No
23/09/2014,003A,Double,WB Field,N,22.34,N,26.01,No
23/09/2014,003A,Double,Whole Blood,N,7.41,N,0,No
23/09/2014,003E,Double,Serum Frozen,P,5942.54,N,0,No
23/09/2014,003E,Double,WB Field,P,6275.25,N,0,No
23/09/2014,003E,Double,Whole Blood,P,6611.44,N,0,No
23/09/2014,005A,Double,Serum Frozen,N,0,N,0,No
23/09/2014,005A,Double,Whole Blood,N,76.77,N,0,No
23/09/2014,030L,Double,Serum Frozen,N,0,N,0,No
23/09/2014,030L,Double,Whole Blood,N,25.53,N,16.48,No
23/09/2014,031A,Double,Serum Frozen,N,5.03,N,0,No
23/09/2014,031A,Double,Whole Blood,N,58.53,N,0,No
23/09/2014,034A,Double,Serum Frozen,N,17.32,N,0,No
23/09/2014,034A,Double,Whole Blood,P,41.46,P,80.05,No
23/09/2014,037E,Double,Serum Frozen,N,48.73,N,0,No
23/09/2014,037E,Double,WB Field,N,285.52,N,0,No
23/09/2014,037E,Double,Whole Blood,P,1122.14,N,0,No
23/09/2014,041L,Double,Serum Frozen,P,29.76,N,0,No
23/09/2014,041L,Double,Whole Blood,P,329.82,P,132.84,No
23/09/2014,048A,Double,Serum Frozen,N,0,N,0,No
23/09/2014,048A,Double,Whole Blood,N,10.14,N,25.16,No
23/09/2014,049A,Double,Serum Frozen,N,0,N,0,No
23/09/2014,049A,Double,Whole Blood,N,115.99,N,0,No
23/09/2014,050A,Double,Serum Frozen,N,8.73,N,0,No
23/09/2014,050A,Double,WB Field,N,35.99,N,25.32,No
23/09/2014,050A,Double,Whole Blood,P,61.53,P,37.32,No
24/09/2014,012E,Double,Serum Frozen,N,50,N,0,No
24/09/2014,012E,Double,Whole Blood,P,423.86,N,0,No
24/09/2014,029E,Double,Serum Frozen,P,3036.98,N,0,No
24/09/2014,029E,Double,Whole Blood,P,4911.61,N,0,No
24/09/2014,031E,Double,Serum Frozen,N,20.21,N,0,No
24/09/2014,031E,Double,Whole Blood,P,634.05,P,91.43,No
21/10/2014,009P,Double,Serum Frozen,N,1.73,N,0,No
21/10/2014,009P,Double,Whole Blood,N,47,N,0,No
21/10/2014,010E,Double,Serum Frozen,P,108.86,N,21.2,No
21/10/2014,010E,Double,Whole Blood,P,285.73,N,70.76,No
21/10/2014,011A,Double,Serum Frozen,N,0,N,0,No
21/10/2014,011A,Double,Whole Blood,N,13.05,P,163.55,No
21/10/2014,035A,Double,Serum Frozen,N,3.12,N,0,No
21/10/2014,035A,Double,Whole Blood,N,37.58,P,469.2,No
21/10/2014,036E,Double,Serum Frozen,N,0,N,18.44,No
21/10/2014,036E,Double,Whole Blood,N,34.34,N,21.73,No
21/10/2014,038A,Double,Serum Frozen,N,40.63,N,0,No
21/10/2014,038A,Double,Whole Blood,N,66.15,N,0,No
21/10/2014,045R,Double,Serum Frozen,N,0,N,1.06,No
21/10/2014,045R,Double,Whole Blood,N,38.76,N,0,No
21/10/2014,049E,Double,Serum Frozen,N,0,N,0,No
21/10/2014,049E,Double,Whole Blood,N,63.63,N,0,No
21/10/2014,051A,Double,Serum Frozen,N,0,N,0,No
21/10/2014,053K,Double,Serum Frozen,N,0,N,0,No
21/10/2014,053K,Double,Whole Blood,N,15.86,N,29.15,No
22/10/2014,008A,Double,Serum Frozen,N,8.76,N,0,No
22/10/2014,008A,Double,WB Field,N,35.45,N,6.39,No
22/10/2014,008A,Double,Whole Blood,N,54.42,N,0,No
22/10/2014,012A,Double,Serum Frozen,P,6513.84,N,0,No
22/10/2014,012A,Double,Whole Blood,P,6505.91,P,246.05,No
22/10/2014,013E,Double,Serum Frozen,N,0,N,0,No
22/10/2014,013E,Double,WB Field,N,56.07,N,0,No
22/10/2014,013E,Double,Whole Blood,N,34.84,N,14.72,No
22/10/2014,015P,Double,Serum Frozen,N,0,N,1.65,No
22/10/2014,015P,Double,WB Field,N,39.59,N,0,No
22/10/2014,015P,Double,Whole Blood,N,48.9,N,14.01,No
22/10/2014,020L,Double,Serum Frozen,N,0,N,0,No
22/10/2014,020L,Double,Whole Blood,N,7.8,N,75.9,No
22/10/2014,035E,Double,Serum Frozen,N,0,N,0,No
22/10/2014,035E,Double,WB Field,N,66.89,P,117.37,No
22/10/2014,035E,Double,Whole Blood,P,139.42,P,115.18,No
04/11/2014,002K,Double,Serum Frozen,P,195.02,N,2.46,No
04/11/2014,002K,Double,Whole Blood,P,434.43,P,26.61,No
04/11/2014,015A,Double,Serum Frozen,N,0,N,0,No
04/11/2014,015A,Double,Whole Blood,N,40.7,P,30.85,No
04/11/2014,016A,Double,Serum Frozen,N,0,N,2.78,No
04/11/2014,016A,Double,Whole Blood,P,269.75,N,12.18,No
04/11/2014,017A,Double,Serum Frozen,N,84.41,N,0,No
04/11/2014,017A,Double,Whole Blood,P,234.37,N,13.32,No
04/11/2014,018A,Double,Serum Frozen,N,0.4,N,0,No
04/11/2014,018A,Double,Whole Blood,N,3.95,P,127,No
04/11/2014,020A,Double,Serum Frozen,N,0,N,0,No
04/11/2014,020A,Double,Whole Blood,N,64.22,N,4.38,No
04/11/2014,022E,Double,Serum Frozen,N,13.26,N,0.55,No
04/11/2014,022E,Double,Whole Blood,P,315.39,P,60.95,No
04/11/2014,025A,Double,Serum Frozen,N,4.05,N,0,No
04/11/2014,025A,Double,Whole Blood,P,101.14,P,86.27,No
04/11/2014,026A,Double,Serum Frozen,N,6.16,N,11.38,No
04/11/2014,026A,Double,Whole Blood,N,2.54,P,198.88,No
04/11/2014,027A,Double,Serum Frozen,N,0,N,52.85,No
04/11/2014,027A,Double,Whole Blood,N,72.72,P,625.05,No
04/11/2014,028K,Double,Serum Frozen,P,3545.13,N,0,No
04/11/2014,028K,Double,Whole Blood,P,2332.4,N,0,No
04/11/2014,033K,Double,Serum Frozen,N,0,N,0,No
04/11/2014,033K,Double,Whole Blood,N,91.75,N,16.81,No
04/11/2014,036K,Double,Serum Frozen,N,0,N,0,No
04/11/2014,036K,Double,Whole Blood,N,25.21,N,0,No
04/11/2014,039K,Double,Serum Frozen,P,3414.06,N,0,No
04/11/2014,039K,Double,Whole Blood,P,3830.29,N,0.62,No
04/11/2014,042A,Double,Serum Frozen,N,12.56,N,0.45,No
04/11/2014,042A,Double,Whole Blood,P,546.44,P,132.41,No
04/11/2014,044A,Double,Serum Frozen,N,1.76,N,12.87,No
04/11/2014,044A,Double,Whole Blood,N,34.14,N,0,No
04/11/2014,046A,Double,Serum Frozen,N,5.56,N,0,No
04/11/2014,046A,Double,Whole Blood,N,20.29,P,21.53,No
04/11/2014,052A,Double,Serum Frozen,N,0,N,0,No
04/11/2014,052A,Double,Whole Blood,P,47.94,P,95.22,No
04/11/2014,053A,Double,Serum Frozen,N,40.72,N,2.89,No
04/11/2014,053A,Double,Whole Blood,P,331.32,P,56.93,No
04/11/2014,054A,Double,Serum Frozen,N,2.36,N,0,No
04/11/2014,054A,Double,Whole Blood,P,412.89,P,146.41,No
04/11/2014,054K,Double,Serum Frozen,N,17.63,N,0,No
04/11/2014,054K,Double,Whole Blood,N,63.76,P,39.7,No
04/11/2014,055A,Double,Serum Frozen,N,0,N,0,No
04/11/2014,055A,Double,Whole Blood,N,41.7,N,22.53,No
04/11/2014,063Y,Double,Serum Frozen,N,31.37,N,0,No
04/11/2014,063Y,Double,Whole Blood,N,53.33,N,0,No
05/11/2014,002A,Double,Serum Frozen,N,0,N,0,No
05/11/2014,002A,Double,Whole Blood,N,46.51,N,0,No
05/11/2014,019A,Double,Serum Frozen,N,0,N,0,No
05/11/2014,019A,Double,Whole Blood,N,90.15,P,235.54,No
05/11/2014,030N,Double,Serum Frozen,P,6680.41,N,0,No
05/11/2014,030N,Double,Whole Blood,P,6588.81,N,0,No
05/11/2014,043A,Double,Serum Frozen,N,39.16,N,0.12,No
05/11/2014,043A,Double,Whole Blood,P,377.84,N,36.6,No
05/11/2014,045A,Double,Serum Frozen,N,0,N,0,No
05/11/2014,045A,Double,Whole Blood,N,64.22,N,12.36,No
05/11/2014,047E,Double,Serum Frozen,N,0,N,27.22,No
05/11/2014,047E,Double,Whole Blood,N,16.99,N,22.5,No
09/12/2014,003A,Double,Serum Frozen,N,0,N,0,No
09/12/2014,003A,Double,WB Field,N,65.26,P,213.02,No
09/12/2014,003A,Double,Whole Blood,N,60.23,P,91.59,No
09/12/2014,032A,Double,Serum Frozen,N,59.56,N,2.51,No
09/12/2014,032A,Double,Whole Blood,N,56.9,N,0,No
09/12/2014,037E,Double,Serum Frozen,P,77.88,N,0,No
09/12/2014,037E,Double,Whole Blood,P,146.4,N,22.82,No
09/12/2014,048A,Double,Serum Frozen,N,0,N,0,No
09/12/2014,048A,Double,WB Field,N,30.48,P,41.21,No
09/12/2014,048A,Double,Whole Blood,N,45.64,N,0,No
09/12/2014,050A,Double,Serum Frozen,N,4.85,N,0,No
09/12/2014,050A,Double,Whole Blood,N,46.94,N,0,No
10/12/2014,002A,Double,Serum Frozen,N,0,N,0,No
10/12/2014,002A,Double,Whole Blood,N,67.82,N,0,No
10/12/2014,005A,Double,Serum Frozen,N,2.26,N,0,No
10/12/2014,005A,Double,Whole Blood,P,339.25,N,8.77,No
10/12/2014,030L,Double,Serum Frozen,N,0,N,3.11,No
10/12/2014,030L,Double,Whole Blood,P,125.32,P,80.04,No
10/12/2014,034A,Double,Serum Frozen,N,0,N,0,No
10/12/2014,034A,Double,Whole Blood,N,69.5,N,0,No
20/01/2015,008A,Double,Serum Frozen,N,0,P,213.99,No
20/01/2015,008A,Double,WB Field,N,27.25,P,226.24,No
20/01/2015,008A,Double,Whole Blood,N,47.29,P,33.94,No
20/01/2015,011A,Double,Serum Frozen,N,0,N,2.57,No
20/01/2015,011A,Double,Whole Blood,N,37.33,P,71.66,No
20/01/2015,032N,Double,Serum Frozen,N,3.28,N,0,No
20/01/2015,032N,Double,Whole Blood,N,33.99,P,72.39,No
20/01/2015,036E,Double,Serum Frozen,P,435.06,N,0,No
20/01/2015,036E,Double,Whole Blood,N,50.74,N,0,No
20/01/2015,038A,Double,Serum Frozen,N,0,N,8.83,No
20/01/2015,038A,Double,Whole Blood,N,46.63,N,0,No
27/01/2015,001V,Double,Serum Frozen,N,0,N,0,No
27/01/2015,001V,Double,Whole Blood,N,59.22,N,43.49,No
27/01/2015,002K,Double,Serum Frozen,N,0,N,0,No
27/01/2015,002K,Double,Whole Blood,N,67.54,N,28.28,No
27/01/2015,002V,Double,Serum Frozen,N,15.41,N,0,No
27/01/2015,002V,Double,Whole Blood,N,99.68,N,13.47,No
27/01/2015,003V,Double,Serum Frozen,N,10.4,N,2.11,No
27/01/2015,003V,Double,Whole Blood,N,57.47,N,0,No
27/01/2015,004V,Double,Serum Frozen,N,20.55,P,67.42,No
27/01/2015,004V,Double,Whole Blood,N,0,N,0,No
27/01/2015,005V,Double,Serum Frozen,N,0,N,0,No
27/01/2015,005V,Double,Whole Blood,N,40.61,N,0,No
27/01/2015,014A,Double,Serum Frozen,N,17.24,N,0,No
27/01/2015,014A,Double,Whole Blood,P,282.91,N,25.14,No
27/01/2015,017A,Double,Serum Frozen,N,25.91,N,0,No
27/01/2015,017A,Double,Whole Blood,P,99.34,N,0,No
27/01/2015,019A,Double,Serum Frozen,N,0,N,0,No
27/01/2015,019A,Double,Whole Blood,N,52.97,N,0,No
27/01/2015,020A,Double,Serum Frozen,N,0,N,0,No
27/01/2015,020A,Double,Whole Blood,N,64.5,N,4.53,No
27/01/2015,021E,Double,Serum Frozen,N,3.97,N,0,No
27/01/2015,021E,Double,Whole Blood,N,56.05,N,0,No
27/01/2015,022A,Double,Serum Frozen,P,58.24,N,0,No
27/01/2015,022A,Double,Whole Blood,P,195.1,P,30.14,No
27/01/2015,022E,Double,Serum Frozen,N,20.08,N,15.1,No
27/01/2015,022E,Double,Whole Blood,N,59.58,N,0,No
27/01/2015,023A,Double,Serum Frozen,N,0,N,0,No
27/01/2015,023A,Double,Whole Blood,N,27.52,N,0,No
27/01/2015,025A,Double,Serum Frozen,N,2.49,N,0,No
27/01/2015,025A,Double,Whole Blood,N,41.27,N,0,No
27/01/2015,026A,Double,Serum Frozen,N,0,N,0,No
27/01/2015,026A,Double,Whole Blood,N,24.79,N,6.39,No
27/01/2015,026E,Double,Serum Frozen,N,1.39,N,0,No
27/01/2015,026E,Double,Whole Blood,N,43.86,N,0,No
27/01/2015,027A,Double,Serum Frozen,N,0,N,0,No
27/01/2015,027A,Double,Whole Blood,N,62.81,P,54.67,No
27/01/2015,042A,Double,Serum Frozen,N,0,N,0.27,No
27/01/2015,042A,Double,Whole Blood,N,29.61,N,33.44,No
27/01/2015,042E,Double,Serum Frozen,N,8.54,N,0,No
27/01/2015,042E,Double,Whole Blood,N,50.85,P,60.05,No
27/01/2015,043A,Double,Serum Frozen,N,19.65,N,0,No
27/01/2015,043A,Double,Whole Blood,N,77.62,N,1.74,No
27/01/2015,044A,Double,Serum Frozen,N,5.35,N,0,No
27/01/2015,044A,Double,Whole Blood,N,39.87,N,2.41,No
27/01/2015,045E,Double,Serum Frozen,N,0,N,0,No
27/01/2015,045E,Double,Whole Blood,N,82.33,N,4.58,No
27/01/2015,054K,Double,Serum Frozen,N,26.8,N,8.36,No
27/01/2015,054K,Double,Whole Blood,N,51.49,N,24.49,No
28/01/2015,006V,Double,Serum Frozen,N,24.21,N,0,No
28/01/2015,006V,Double,Whole Blood,N,44.31,N,32.19,No
28/01/2015,029N,Double,Serum Frozen,N,0,N,9.03,No
28/01/2015,029N,Double,Whole Blood,N,42.85,N,0,No
20/05/2015,002A,Double,Serum Frozen,N,0,N,0,No
20/05/2015,003A,Double,Serum Frozen,N,0,N,9.87,No
20/05/2015,006A,Double,Serum Frozen,N,0,N,0,No
20/05/2015,007A,Double,Serum Frozen,P,995.45,N,0,No
20/05/2015,007V,Double,Serum Frozen,N,9.72,N,1.15,No
20/05/2015,008V,Double,Serum Frozen,N,0,N,0,No
20/05/2015,009V,Double,Serum Frozen,N,0,N,0,No
20/05/2015,010V,Double,Serum Frozen,N,0,N,0,No
20/05/2015,011V,Double,Serum Frozen,N,0,N,2.07,No
20/05/2015,012E,Double,Serum Frozen,N,42.68,N,0.15,No
20/05/2015,012V,Double,Serum Frozen,N,12.87,N,0,No
20/05/2015,013V,Double,Serum Frozen,N,0,N,1.76,No
20/05/2015,014V,Double,Serum Frozen,P,75.86,N,0,No
20/05/2015,016P,Double,Serum Frozen,N,0,N,0,No
20/05/2015,025E,Double,Serum Frozen,N,13.07,N,0,No
20/05/2015,030L,Double,Serum Frozen,N,0,N,0,No
20/05/2015,031E,Double,Serum Frozen,N,0,N,0,No
20/05/2015,034A,Double,Serum Frozen,N,9.08,N,0,No
20/05/2015,037E,Double,Serum Frozen,P,387.11,N,31.56,No
20/05/2015,048A,Double,Serum Frozen,N,0,N,0,No
20/05/2015,049A,Double,Serum Frozen,N,6.43,N,0,No
20/05/2015,049B,Double,Serum Frozen,N,40.76,N,0,No
09/06/2015,008A,Double,Serum Frozen,N,17.54,N,0.78,No
09/06/2015,010A,Double,Serum Frozen,N,14.48,N,2.77,No
09/06/2015,010E,Double,Serum Frozen,N,0,N,0,No
09/06/2015,010P,Double,Serum Frozen,N,4.22,N,9.65,No
09/06/2015,013E,Double,Serum Frozen,N,0,N,0,No
09/06/2015,015P,Double,Serum Frozen,N,0.62,N,0,No
09/06/2015,015V,Double,Serum Frozen,N,0,N,0,No
09/06/2015,016V,Double,Serum Frozen,N,10.64,N,0,No
09/06/2015,017V,Double,Serum Frozen,N,2.84,N,0,No
09/06/2015,018V,Double,Serum Frozen,N,0,N,0,No
09/06/2015,019P,Double,Serum Frozen,P,1122.44,N,0,No
09/06/2015,019V,Double,Serum Frozen,N,4.65,N,0,No
09/06/2015,020L,Double,Serum Frozen,N,0,N,0,No
09/06/2015,020V,Double,Serum Frozen,N,2.42,N,0,No
09/06/2015,021V,Double,Serum Frozen,N,25.2,N,0,No
09/06/2015,022V,Double,Serum Frozen,N,0.6,N,0,No
09/06/2015,023V,Double,Serum Frozen,N,0,N,0,No
09/06/2015,024V,Double,Serum Frozen,N,0,N,0,No
09/06/2015,025V,Double,Serum Frozen,N,0,N,0,No
09/06/2015,026V,Double,Serum Frozen,N,10.66,N,0,No
09/06/2015,027V,Double,Serum Frozen,N,44.12,N,6.37,No
09/06/2015,035A,Double,Serum Frozen,N,0,N,0,No
09/06/2015,035L,Double,Serum Frozen,N,0,N,0,No
09/06/2015,038A,Double,Serum Frozen,N,0,N,0,No
09/06/2015,039A,Double,Serum Frozen,P,4482.72,N,0,No
09/06/2015,040A,Double,Serum Frozen,N,0,N,14.05,No
09/06/2015,050K,Double,Serum Frozen,N,0,N,94.65,No
09/06/2015,051A,Double,Serum Frozen,N,0,N,16.65,No
09/06/2015,053K,Double,Serum Frozen,N,0,N,0,No
10/06/2015,028V,Double,Serum Frozen,N,0,N,0,No
10/06/2015,029V,Double,Serum Frozen,N,0,N,0.07,No
10/06/2015,051K,Double,Serum Frozen,N,0,N,0,No
23/06/2015,002K,Double,Serum Frozen,N,5.13,N,0,No
23/06/2015,002V,Double,Serum Frozen,N,0,N,7.61,No
23/06/2015,003V,Double,Serum Frozen,N,0,N,0,No
23/06/2015,005V,Double,Serum Frozen,N,0,N,0,No
23/06/2015,017A,Double,Serum Frozen,N,4.41,N,0,No
23/06/2015,018A,Double,Serum Frozen,N,0,N,0,No
23/06/2015,019E,Double,Serum Frozen,N,5.29,N,0,No
23/06/2015,020A,Double,Serum Frozen,N,0,N,0,No
23/06/2015,022A,Double,Serum Frozen,N,74.18,N,0,No
23/06/2015,022E,Double,Serum Frozen,N,16.22,N,0,No
23/06/2015,023A,Double,Serum Frozen,N,0,N,0,No
23/06/2015,024E,Double,Serum Frozen,N,0,N,0,No
23/06/2015,025A,Double,Serum Frozen,N,9.05,N,0,No
23/06/2015,026E,Double,Serum Frozen,N,4.66,N,2.43,No
23/06/2015,027A,Double,Serum Frozen,N,0,N,5.02,No
23/06/2015,030V,Double,Serum Frozen,N,9.13,N,0,No
23/06/2015,031V,Double,Serum Frozen,N,0.38,N,0,No
23/06/2015,032N,Double,Serum Frozen,N,0,N,0,No
23/06/2015,032V,Double,Serum Frozen,N,8.63,N,0,No
23/06/2015,035B,Double,Serum Frozen,N,0.1,N,0,No
23/06/2015,042A,Double,Serum Frozen,N,0,N,0,No
23/06/2015,043A,Double,Serum Frozen,N,13.22,N,0,No
23/06/2015,044E,Double,Serum Frozen,N,4.28,N,0,No
23/06/2015,045A,Double,Serum Frozen,N,5.38,N,2.46,No
23/06/2015,046A,Double,Serum Frozen,N,0,N,0,No
23/06/2015,054K,Double,Serum Frozen,N,0,N,0,No
23/06/2015,055A,Double,Serum Frozen,N,13.97,N,0,No
23/06/2015,056A,Double,Serum Frozen,N,0,N,0,No
23/06/2015,069P,Double,Serum Frozen,P,6166.13,N,0,No
24/06/2015,003A,Double,Serum Frozen,N,8.75,N,0,No
24/06/2015,014A,Double,Serum Frozen,P,35.07,N,0.88,No
24/06/2015,019A,Double,Serum Frozen,N,8.65,N,0,No
24/06/2015,027E,Double,Serum Frozen,N,16.32,N,0,No
24/06/2015,042E,Double,Serum Frozen,N,12.54,N,0,No
24/06/2015,047E,Double,Serum Frozen,N,2.63,N,7.44,No
24/06/2015,052A,Double,Serum Frozen,N,3.31,N,0,No
24/06/2015,053K,Double,Serum Frozen,P,99.02,N,15.32,No
24/06/2015,054A,Double,Serum Frozen,P,129.58,N,2.22,No
24/06/2015,063Y,Double,Serum Frozen,P,317.35,N,0,No
24/06/2015,070P,Double,Serum Frozen,N,0,N,0,No
14/07/2015,002A,Double,Serum Frozen,N,0,N,2.4,No
14/07/2015,003A,Double,Serum Frozen,N,0,N,0,No
14/07/2015,004A,Double,Serum Frozen,N,0,N,10.95,No
14/07/2015,005A,Double,Serum Frozen,N,7.51,N,0,No
14/07/2015,009V,Double,Serum Frozen,N,0,N,0,No
14/07/2015,011V,Double,Serum Frozen,N,0,N,6.29,No
14/07/2015,033V,Double,Serum Frozen,N,0,N,1.57,No
14/07/2015,034A,Double,Serum Frozen,N,7.05,N,0,No
14/07/2015,034V,Double,Serum Frozen,N,8.94,N,0,No
14/07/2015,035V,Double,Serum Frozen,N,0,N,0,No
14/07/2015,036V,Double,Serum Frozen,P,105.26,N,0,No
14/07/2015,037V,Double,Serum Frozen,N,0,N,4.38,No
14/07/2015,038V,Double,Serum Frozen,N,0,N,0,No
14/07/2015,045B,Double,Serum Frozen,N,6.42,N,0,No
14/07/2015,050A,Double,Serum Frozen,N,0,N,0,No
15/07/2015,001E,Double,Serum Frozen,N,0,N,0,No
15/07/2015,013V,Double,Serum Frozen,N,12.02,N,0,No
15/07/2015,025E,Double,Serum Frozen,N,0,N,1.39,No
15/07/2015,039V,Double,Serum Frozen,N,1.02,N,19.1,No
15/07/2015,040V,Double,Serum Frozen,N,0.62,N,0,No
15/07/2015,041V,Double,Serum Frozen,N,8.8,N,0,No
15/07/2015,048A,Double,Serum Frozen,N,16.66,N,3.58,No
25/08/2015,008A,Double,Serum Frozen,P,2117.94,N,12.78,No
25/08/2015,015V,Double,Serum Frozen,N,0,N,0,No
25/08/2015,016V,Double,Serum Frozen,N,30.4,N,0,No
25/08/2015,017V,Double,Serum Frozen,N,82.04,N,0,No
25/08/2015,021L,Double,Serum Frozen,N,2.93,N,0,No
25/08/2015,021V,Double,Serum Frozen,N,17.99,N,0,No
25/08/2015,023V,Double,Serum Frozen,N,26.14,N,0,No
25/08/2015,024V,Double,Serum Frozen,N,0,N,0.97,No
25/08/2015,025V,Double,Serum Frozen,N,0,N,1.19,No
25/08/2015,029V,Double,Serum Frozen,N,5.49,N,0,No
25/08/2015,042V,Double,Serum Frozen,N,0,N,0,No
25/08/2015,043V,Double,Serum Frozen,N,0,N,2.45,No
25/08/2015,044V,Double,Serum Frozen,N,84.3,N,0,No
25/08/2015,051A,Double,Serum Frozen,P,1906.01,N,1.26,No
08/09/2015,002K,Double,Serum Frozen,N,4.95,N,0,No
08/09/2015,002V,Double,Serum Frozen,N,0,N,1.95,No
08/09/2015,003A,Double,Serum Frozen,N,0,N,0,No
08/09/2015,003V,Double,Serum Frozen,N,0,N,0,No
08/09/2015,005V,Double,Serum Frozen,N,0,N,8.41,No
08/09/2015,016A,Double,Serum Frozen,N,0,N,0,No
08/09/2015,020A,Double,Serum Frozen,N,0,N,1.77,No
08/09/2015,022A,Double,Serum Frozen,N,24.74,N,4.33,No
08/09/2015,023A,Double,Serum Frozen,N,0,N,0,No
08/09/2015,025A,Double,Serum Frozen,N,8.78,N,0,No
08/09/2015,026A,Double,Serum Frozen,N,0,N,0,No
08/09/2015,027A,Double,Serum Frozen,N,2.62,N,0,No
08/09/2015,028A,Double,Serum Frozen,N,0,N,0,No
08/09/2015,028F,Double,Serum Frozen,P,1641.34,N,0.47,No
08/09/2015,028L,Double,Serum Frozen,N,7.28,N,1.23,No
08/09/2015,031V,Double,Serum Frozen,N,0,N,0,No
08/09/2015,032V,Double,Serum Frozen,N,0,N,0,No
08/09/2015,042A,Double,Serum Frozen,N,9.38,N,0,No
08/09/2015,044E,Double,Serum Frozen,N,0,N,0,No
08/09/2015,045A,Double,Serum Frozen,N,0,N,0,No
08/09/2015,045V,Double,Serum Frozen,N,0,N,0,No
08/09/2015,046A,Double,Serum Frozen,N,0,N,0,No
08/09/2015,052A,Double,Serum Frozen,N,0,N,0,No
08/09/2015,054K,Double,Serum Frozen,N,0,N,0,No
08/09/2015,055A,Double,Serum Frozen,N,0,N,0,No
09/09/2015,014A,Double,Serum Frozen,N,0,N,0,No
